File Name,Vehicles Used Mean,Vehicles Used StdDev,Distance Mean,Distance StdDev
c108.txt,10,0.0,1212.2266894510128,85.73614642906921
c107.txt,10.266666666666667,0.4497764451088036,1059.6535455738046,85.50011130549824
c102.txt,10.033333333333333,0.18257418583505536,1552.0130023648699,105.29685693420754
c103.txt,10,0.0,1352.8627380565147,80.46408942616392
c101.txt,11.033333333333333,0.18257418583505536,1281.1935555091843,131.12218927627288
c105.txt,10.5,0.5085476277156078,1102.7535329919795,96.59185690071874
c106.txt,10.7,0.466091599699399,1232.7537559905084,96.46128043316521
c104.txt,10,0.0,1179.4960445137322,56.58495084256653
c201.txt,3.933333333333333,0.2537081317024624,987.1790004138088,183.74392943457866
c109.txt,10,0.0,1244.8122497925274,62.686996839653354
c202.txt,3.466666666666667,0.5074162634049248,1048.1594891546379,140.58922897338843
c203.txt,3.3666666666666667,0.490132517853561,1002.8450687432199,131.39780241601972
c204.txt,3.066666666666667,0.2537081317024624,847.4674047543207,59.936191187975986
c205.txt,3.6333333333333333,0.490132517853561,909.0368819757005,138.34114239763204
c207.txt,3.1,0.30512857662936466,867.7180120112275,99.25527495846987
c206.txt,3.3333333333333335,0.47946330148538413,879.3338185404608,90.33114851485091
c208.txt,3.066666666666667,0.2537081317024624,865.4336059692414,86.65102262159913
r103.txt,15.366666666666667,0.6686751354593717,1670.6893029489947,59.15672088644749
r101.txt,19.933333333333334,0.639683829949492,2041.071780163874,69.45157358633455
r104.txt,11.7,0.466091599699399,1352.8649863962796,58.929850874073544
r102.txt,18.7,0.466091599699399,1943.77409967269,69.51687202226097
r108.txt,10.933333333333334,0.4497764451088036,1273.5605591843232,64.77707387440184
r105.txt,15.233333333333333,0.5683207771559354,1744.8375024431139,76.8578659870107
r106.txt,14.133333333333333,0.5713464637233658,1665.1377199281078,69.46292805343013
r107.txt,12.633333333333333,0.718395402284138,1499.4427503760116,73.59073937121705
r201.txt,4.166666666666667,0.3790490217894517,1883.8110043021672,94.80566938844825
r110.txt,11.933333333333334,0.3651483716701107,1475.6879890291,57.35806361627675
r109.txt,13.166666666666666,0.461133037377414,1587.0801437289092,69.06487339440818
r112.txt,10.933333333333334,0.3651483716701107,1320.4804575114174,70.84468922104155
r111.txt,12.366666666666667,0.5560534167675355,1484.8557881481304,70.61145320357419
r203.txt,3.5,0.5085476277156078,1508.477387790734,82.83037881000749
r202.txt,4,0.0,1779.1128754658318,94.64411084622236
r205.txt,3.066666666666667,0.2537081317024624,1513.7615361401165,90.70892921950033
r206.txt,3.033333333333333,0.18257418583505536,1402.8065601915148,96.45744020203493
r204.txt,3.033333333333333,0.18257418583505536,1175.3296850770043,83.20481405923942
r207.txt,3,0.0,1292.014618506612,70.38145355868984
r209.txt,3.033333333333333,0.18257418583505536,1441.369848636759,94.22813716940499
r208.txt,2.933333333333333,0.2537081317024624,1045.6522315490392,63.54522834627571
r210.txt,3.1666666666666665,0.3790490217894517,1486.1830225613646,85.85647894366419
rc102.txt,14.8,0.5508613944197478,2002.030362085625,89.85270526793967
rc101.txt,16.766666666666666,0.6260623155792926,2132.5219138916273,89.86646033268879
r211.txt,3,0.0,1208.4650429431101,48.4808093708636
rc103.txt,12.566666666666666,0.6260623155792926,1702.0716188538095,84.44649195044164
rc104.txt,11.166666666666666,0.3790490217894517,1440.2481731608018,68.41180307745744
rc106.txt,13.266666666666667,0.5208304597621879,1784.794384261054,69.41796735484675
rc105.txt,15.533333333333333,0.8603661343041528,2049.9334997918204,105.07790814957293
rc201.txt,4.6,0.4982728791224398,2150.533109904074,103.42645535368682
rc108.txt,11.266666666666667,0.4497764451088036,1467.0258104315797,64.52106558357272
rc107.txt,12.333333333333334,0.47946330148538413,1628.409065931112,59.60733852901093
rc202.txt,4.033333333333333,0.18257418583505536,1982.8341830480003,105.38021502199626
rc204.txt,3.066666666666667,0.2537081317024624,1302.1497768828094,97.43313977468954
rc207.txt,3.933333333333333,0.2537081317024624,1744.2418531036787,85.08238234589928
rc205.txt,4.533333333333333,0.5074162634049248,2088.922918294642,95.43267366421503
rc203.txt,3.8,0.4068381021724862,1673.6744932324834,91.0334764894551
rc208.txt,3,0.0,1310.0823928037962,59.76733914749618
rc206.txt,4,0.0,1798.5828989397978,87.6698809357818
